"YEAR","START_DATE","END_DATE","JURISDICTION","LOCATION","AGE_GROUP","METRIC","DETECTION_METHOD","FINES","ARRESTS","CHARGES","AGE_BAND"
2023,"2023-06-01","2023-06-30","VIC","Major Cities of Australia","40-64","speed_fines","Police issued",1941,0,0,"Mature"
2023,"2023-06-01","2023-06-30","VIC","Major Cities of Australia","65 and over","speed_fines","Fixed camera",4334,0,0,"Senior"
2023,"2023-06-01","2023-06-30","VIC","Major Cities of Australia","65 and over","speed_fines","Mobile camera",3784,0,0,"Senior"
2023,"2023-06-01","2023-06-30","VIC","Major Cities of Australia","65 and over","speed_fines","Police issued",335,0,0,"Senior"
2023,"2023-06-01","2023-06-30","VIC","Major Cities of Australia","Unknown","speed_fines","Fixed camera",10968,0,0,"Unknown"
2023,"2023-06-01","2023-06-30","VIC","Major Cities of Australia","Unknown","speed_fines","Mobile camera",7008,0,0,"Unknown"
2023,"2023-06-01","2023-06-30","VIC","Outer Regional Australia","17-25","speed_fines","Mobile camera",97,0,0,"Young"
2023,"2023-06-01","2023-06-30","VIC","Outer Regional Australia","17-25","speed_fines","Police issued",127,0,0,"Young"
2023,"2023-06-01","2023-06-30","VIC","Outer Regional Australia","26-39","speed_fines","Mobile camera",337,0,0,"Adult"
2023,"2023-06-01","2023-06-30","VIC","Outer Regional Australia","26-39","speed_fines","Police issued",316,0,0,"Adult"
2023,"2023-06-01","2023-06-30","VIC","Outer Regional Australia","40-64","speed_fines","Mobile camera",554,0,0,"Mature"
2023,"2023-06-01","2023-06-30","VIC","Outer Regional Australia","40-64","speed_fines","Police issued",329,0,0,"Mature"
2023,"2023-06-01","2023-06-30","VIC","Outer Regional Australia","65 and over","speed_fines","Fixed camera",4,0,0,"Senior"
2023,"2023-06-01","2023-06-30","VIC","Outer Regional Australia","65 and over","speed_fines","Mobile camera",255,0,0,"Senior"
2023,"2023-06-01","2023-06-30","VIC","Outer Regional Australia","65 and over","speed_fines","Police issued",81,0,0,"Senior"
2023,"2023-06-01","2023-06-30","VIC","Outer Regional Australia","Unknown","speed_fines","Fixed camera",7,0,0,"Unknown"
2023,"2023-06-01","2023-06-30","VIC","Outer Regional Australia","Unknown","speed_fines","Mobile camera",337,0,0,"Unknown"
2023,"2023-06-01","2023-06-30","VIC","Remote Australia","26-39","speed_fines","Police issued",3,0,0,"Adult"
2023,"2023-06-01","2023-06-30","VIC","Remote Australia","40-64","speed_fines","Police issued",13,0,0,"Mature"
2023,"2023-06-01","2023-06-30","VIC","Unknown","17-25","speed_fines","Fixed camera",40,0,0,"Young"
2023,"2023-06-01","2023-06-30","VIC","Unknown","17-25","speed_fines","Police issued",54,0,0,"Young"
2023,"2023-06-01","2023-06-30","VIC","Unknown","26-39","speed_fines","Fixed camera",170,0,0,"Adult"
2023,"2023-06-01","2023-06-30","VIC","Unknown","26-39","speed_fines","Mobile camera",177,0,0,"Adult"
2023,"2023-06-01","2023-06-30","VIC","Unknown","26-39","speed_fines","Police issued",87,0,0,"Adult"
2023,"2023-06-01","2023-06-30","VIC","Unknown","40-64","speed_fines","Fixed camera",247,0,0,"Mature"
2023,"2023-06-01","2023-06-30","VIC","Unknown","40-64","speed_fines","Mobile camera",296,0,0,"Mature"
2023,"2023-06-01","2023-06-30","VIC","Unknown","40-64","speed_fines","Police issued",95,0,0,"Mature"
2023,"2023-06-01","2023-06-30","VIC","Unknown","65 and over","speed_fines","Fixed camera",58,0,0,"Senior"
2023,"2023-06-01","2023-06-30","VIC","Unknown","65 and over","speed_fines","Mobile camera",97,0,0,"Senior"
2023,"2023-06-01","2023-06-30","VIC","Unknown","65 and over","speed_fines","Police issued",24,0,0,"Senior"
2023,"2023-06-01","2023-06-30","VIC","Unknown","Unknown","speed_fines","Fixed camera",130,0,0,"Unknown"
2023,"2023-06-01","2023-06-30","VIC","Unknown","Unknown","speed_fines","Mobile camera",138,0,0,"Unknown"
2023,"2023-06-01","2023-06-30","WA","Unknown","17-25","speed_fines","Average speed camera",180,0,0,"Young"
2023,"2023-06-01","2023-06-30","WA","Unknown","17-25","speed_fines","Fixed camera",842,0,0,"Young"
2023,"2023-06-01","2023-06-30","WA","Unknown","17-25","speed_fines","Mobile camera",3888,0,0,"Young"
2023,"2023-06-01","2023-06-30","WA","Unknown","17-25","speed_fines","Red light camera",678,0,0,"Young"
2023,"2023-06-01","2023-06-30","WA","Unknown","17-25","speed_fines","Unknown",0,1,29,"Young"
2023,"2023-06-01","2023-06-30","WA","Unknown","26-39","speed_fines","Average speed camera",440,0,0,"Adult"
2023,"2023-06-01","2023-06-30","WA","Unknown","26-39","speed_fines","Fixed camera",2652,0,0,"Adult"
2023,"2023-06-01","2023-06-30","WA","Unknown","26-39","speed_fines","Mobile camera",9339,0,0,"Adult"
2023,"2023-06-01","2023-06-30","WA","Unknown","26-39","speed_fines","Police issued",1449,0,0,"Adult"
2023,"2023-06-01","2023-06-30","WA","Unknown","26-39","speed_fines","Red light camera",2290,0,0,"Adult"
2023,"2023-06-01","2023-06-30","WA","Unknown","26-39","speed_fines","Unknown",0,1,44,"Adult"
2023,"2023-06-01","2023-06-30","WA","Unknown","40-64","speed_fines","Average speed camera",498,0,0,"Mature"
2023,"2023-06-01","2023-06-30","WA","Unknown","40-64","speed_fines","Fixed camera",4038,0,0,"Mature"
2023,"2023-06-01","2023-06-30","WA","Unknown","40-64","speed_fines","Mobile camera",13549,0,0,"Mature"
2023,"2023-06-01","2023-06-30","WA","Unknown","40-64","speed_fines","Police issued",1647,0,0,"Mature"
2023,"2023-06-01","2023-06-30","WA","Unknown","40-64","speed_fines","Red light camera",4600,0,0,"Mature"
2023,"2023-06-01","2023-06-30","WA","Unknown","40-64","speed_fines","Unknown",0,0,44,"Mature"
2023,"2023-06-01","2023-06-30","WA","Unknown","65 and over","speed_fines","Average speed camera",100,0,0,"Senior"
2023,"2023-06-01","2023-06-30","WA","Unknown","65 and over","speed_fines","Fixed camera",916,0,0,"Senior"
2023,"2023-06-01","2023-06-30","WA","Unknown","65 and over","speed_fines","Mobile camera",3301,0,0,"Senior"
2023,"2023-06-01","2023-06-30","WA","Unknown","65 and over","speed_fines","Police issued",322,0,0,"Senior"
2023,"2023-06-01","2023-06-30","WA","Unknown","65 and over","speed_fines","Red light camera",1176,0,0,"Senior"
2023,"2023-06-01","2023-06-30","WA","Unknown","65 and over","speed_fines","Unknown",0,0,9,"Senior"
2023,"2023-06-01","2023-06-30","WA","Unknown","Unknown","speed_fines","Fixed camera",5,0,0,"Unknown"
2023,"2023-06-01","2023-06-30","WA","Unknown","Unknown","speed_fines","Mobile camera",14,0,0,"Unknown"
2023,"2023-07-01","2023-07-31","ACT","Major Cities of Australia","0-16","speed_fines","Fixed camera",2,0,0,"Unknown"
2023,"2023-07-01","2023-07-31","ACT","Major Cities of Australia","17-25","speed_fines","Fixed camera",407,0,0,"Young"
2023,"2023-07-01","2023-07-31","ACT","Major Cities of Australia","17-25","speed_fines","Mobile camera",204,0,0,"Young"
2023,"2023-07-01","2023-07-31","ACT","Major Cities of Australia","17-25","speed_fines","Police issued",83,0,0,"Young"
2023,"2023-07-01","2023-07-31","ACT","Major Cities of Australia","26-39","speed_fines","Fixed camera",1005,0,0,"Adult"
2023,"2023-07-01","2023-07-31","ACT","Major Cities of Australia","26-39","speed_fines","Mobile camera",545,0,0,"Adult"
2023,"2023-07-01","2023-07-31","ACT","Major Cities of Australia","26-39","speed_fines","Police issued",86,0,0,"Adult"
2023,"2023-07-01","2023-07-31","ACT","Major Cities of Australia","40-64","speed_fines","Fixed camera",1682,0,0,"Mature"
2023,"2023-07-01","2023-07-31","ACT","Major Cities of Australia","40-64","speed_fines","Mobile camera",770,0,0,"Mature"
2023,"2023-07-01","2023-07-31","ACT","Major Cities of Australia","40-64","speed_fines","Police issued",64,0,0,"Mature"
2023,"2023-07-01","2023-07-31","ACT","Major Cities of Australia","65 and over","speed_fines","Fixed camera",444,0,0,"Senior"
2023,"2023-07-01","2023-07-31","ACT","Major Cities of Australia","65 and over","speed_fines","Mobile camera",205,0,0,"Senior"
2023,"2023-07-01","2023-07-31","ACT","Major Cities of Australia","65 and over","speed_fines","Police issued",6,0,0,"Senior"
2023,"2023-07-01","2023-07-31","ACT","Major Cities of Australia","unknown","speed_fines","Fixed camera",69,0,0,"Unknown"
2023,"2023-07-01","2023-07-31","ACT","Major Cities of Australia","unknown","speed_fines","Mobile camera",31,0,0,"Unknown"
2023,"2023-07-01","2023-07-31","NSW","Inner Regional Australia","0-16","speed_fines","Police issued",4,0,1,"Unknown"
2023,"2023-07-01","2023-07-31","NSW","Inner Regional Australia","17-25","speed_fines","Police issued",1369,0,12,"Young"
2023,"2023-07-01","2023-07-31","NSW","Inner Regional Australia","26-39","speed_fines","Police issued",2112,0,12,"Adult"
2023,"2023-07-01","2023-07-31","NSW","Inner Regional Australia","40-64","speed_fines","Police issued",2099,0,2,"Mature"
2023,"2023-07-01","2023-07-31","NSW","Inner Regional Australia","65 and over","speed_fines","Police issued",415,0,0,"Senior"
2023,"2023-07-01","2023-07-31","NSW","Major Cities of Australia","0-16","speed_fines","Police issued",5,0,5,"Unknown"
2023,"2023-07-01","2023-07-31","NSW","Major Cities of Australia","17-25","speed_fines","Police issued",1569,0,31,"Young"
2023,"2023-07-01","2023-07-31","NSW","Major Cities of Australia","26-39","speed_fines","Police issued",1819,0,36,"Adult"
2023,"2023-07-01","2023-07-31","NSW","Major Cities of Australia","40-64","speed_fines","Police issued",1584,0,19,"Mature"
2023,"2023-07-01","2023-07-31","NSW","Major Cities of Australia","65 and over","speed_fines","Police issued",226,0,0,"Senior"
2023,"2023-07-01","2023-07-31","NSW","Outer Regional Australia","17-25","speed_fines","Police issued",335,0,2,"Young"
2023,"2023-07-01","2023-07-31","NSW","Outer Regional Australia","26-39","speed_fines","Police issued",540,0,1,"Adult"
2023,"2023-07-01","2023-07-31","NSW","Outer Regional Australia","40-64","speed_fines","Police issued",624,0,1,"Mature"
2023,"2023-07-01","2023-07-31","NSW","Outer Regional Australia","65 and over","speed_fines","Police issued",144,0,0,"Senior"
2023,"2023-07-01","2023-07-31","NSW","Remote Australia","17-25","speed_fines","Police issued",26,0,2,"Young"
2023,"2023-07-01","2023-07-31","NSW","Remote Australia","26-39","speed_fines","Police issued",36,0,0,"Adult"
2023,"2023-07-01","2023-07-31","NSW","Remote Australia","40-64","speed_fines","Police issued",26,0,0,"Mature"
2023,"2023-07-01","2023-07-31","NSW","Unknown","Unknown","speed_fines","Fixed camera",30257,0,0,"Unknown"
2023,"2023-07-01","2023-07-31","NSW","Unknown","Unknown","speed_fines","Mobile camera",3349,0,0,"Unknown"
2023,"2023-07-01","2023-07-31","NSW","Unknown","Unknown","speed_fines","Red light camera",20950,0,0,"Unknown"
2023,"2023-07-01","2023-07-31","NSW","Very Remote Australia","26-39","speed_fines","Police issued",3,0,0,"Adult"
2023,"2023-07-01","2023-07-31","NT","Unknown","0-16","speed_fines","Mobile camera",5,0,0,"Unknown"
2023,"2023-07-01","2023-07-31","NT","Unknown","17-25","speed_fines","Mobile camera",394,0,0,"Young"
2023,"2023-07-01","2023-07-31","NT","Unknown","17-25","speed_fines","Police issued",57,0,3,"Young"
2023,"2023-07-01","2023-07-31","NT","Unknown","26-39","speed_fines","Mobile camera",982,0,0,"Adult"
2023,"2023-07-01","2023-07-31","NT","Unknown","26-39","speed_fines","Police issued",115,3,13,"Adult"
2023,"2023-07-01","2023-07-31","NT","Unknown","26-39","speed_fines","Red light camera",260,0,0,"Adult"
2023,"2023-07-01","2023-07-31","NT","Unknown","40-64","speed_fines","Mobile camera",1222,0,0,"Mature"
2023,"2023-07-01","2023-07-31","NT","Unknown","40-64","speed_fines","Police issued",132,0,0,"Mature"
2023,"2023-07-01","2023-07-31","NT","Unknown","40-64","speed_fines","Red light camera",397,0,0,"Mature"
2023,"2023-07-01","2023-07-31","NT","Unknown","65 and over","speed_fines","Mobile camera",316,0,0,"Senior"
2023,"2023-07-01","2023-07-31","NT","Unknown","65 and over","speed_fines","Police issued",17,0,6,"Senior"
2023,"2023-07-01","2023-07-31","NT","Unknown","65 and over","speed_fines","Red light camera",76,0,0,"Senior"
2023,"2023-07-01","2023-07-31","NT","Unknown","Unknown","speed_fines","Mobile camera",109,0,0,"Unknown"
2023,"2023-07-01","2023-07-31","NT","Unknown","Unknown","speed_fines","Red light camera",31,0,0,"Unknown"
2023,"2023-07-01","2023-07-31","SA","Unknown","0-16","speed_fines","Police issued",4,0,0,"Unknown"
2023,"2023-07-01","2023-07-31","SA","Unknown","17-25","speed_fines","Fixed camera",493,0,0,"Young"
2023,"2023-07-01","2023-07-31","SA","Unknown","17-25","speed_fines","Mobile camera",860,0,0,"Young"
2023,"2023-07-01","2023-07-31","SA","Unknown","17-25","speed_fines","Other",1,0,0,"Young"
2023,"2023-07-01","2023-07-31","SA","Unknown","17-25","speed_fines","Police issued",766,1,4,"Young"
2023,"2023-07-01","2023-07-31","SA","Unknown","26-39","speed_fines","Fixed camera",1154,0,0,"Adult"
2023,"2023-07-01","2023-07-31","SA","Unknown","26-39","speed_fines","Mobile camera",2155,0,0,"Adult"
2023,"2023-07-01","2023-07-31","SA","Unknown","26-39","speed_fines","Police issued",1270,4,8,"Adult"
2023,"2023-07-01","2023-07-31","SA","Unknown","40-64","speed_fines","Fixed camera",2046,0,0,"Mature"
2023,"2023-07-01","2023-07-31","SA","Unknown","40-64","speed_fines","Mobile camera",3455,0,0,"Mature"
2023,"2023-07-01","2023-07-31","SA","Unknown","40-64","speed_fines","Police issued",1646,4,10,"Mature"
2023,"2023-07-01","2023-07-31","SA","Unknown","65 and over","speed_fines","Fixed camera",719,0,0,"Senior"
2023,"2023-07-01","2023-07-31","SA","Unknown","65 and over","speed_fines","Mobile camera",953,0,0,"Senior"
2023,"2023-07-01","2023-07-31","SA","Unknown","65 and over","speed_fines","Police issued",407,0,1,"Senior"
2023,"2023-07-01","2023-07-31","SA","Unknown","Unknown","speed_fines","Fixed camera",135,0,0,"Unknown"
2023,"2023-07-01","2023-07-31","SA","Unknown","Unknown","speed_fines","Mobile camera",158,0,0,"Unknown"
2023,"2023-07-01","2023-07-31","TAS","Unknown","17-25","speed_fines","Fixed or mobile camera",509,0,0,"Young"
2023,"2023-07-01","2023-07-31","TAS","Unknown","17-25","speed_fines","Police issued",316,0,7,"Young"
2023,"2023-07-01","2023-07-31","TAS","Unknown","26-39","speed_fines","Fixed or mobile camera",1200,0,0,"Adult"
2023,"2023-07-01","2023-07-31","TAS","Unknown","26-39","speed_fines","Police issued",489,0,10,"Adult"
2023,"2023-07-01","2023-07-31","TAS","Unknown","40-64","speed_fines","Fixed or mobile camera",1660,0,0,"Mature"
2023,"2023-07-01","2023-07-31","TAS","Unknown","40-64","speed_fines","Police issued",598,0,3,"Mature"
2023,"2023-07-01","2023-07-31","TAS","Unknown","65 and over","speed_fines","Fixed or mobile camera",585,0,0,"Senior"
2023,"2023-07-01","2023-07-31","TAS","Unknown","65 and over","speed_fines","Police issued",175,0,0,"Senior"
2023,"2023-07-01","2023-07-31","VIC","Inner Regional Australia","17-25","speed_fines","Fixed camera",55,0,0,"Young"
2023,"2023-07-01","2023-07-31","VIC","Inner Regional Australia","17-25","speed_fines","Mobile camera",584,0,0,"Young"
2023,"2023-07-01","2023-07-31","VIC","Inner Regional Australia","17-25","speed_fines","Police issued",719,0,0,"Young"
2023,"2023-07-01","2023-07-31","VIC","Inner Regional Australia","26-39","speed_fines","Fixed camera",209,0,0,"Adult"
2023,"2023-07-01","2023-07-31","VIC","Inner Regional Australia","26-39","speed_fines","Mobile camera",1971,0,0,"Adult"
2023,"2023-07-01","2023-07-31","VIC","Inner Regional Australia","26-39","speed_fines","Police issued",1389,0,0,"Adult"
2023,"2023-07-01","2023-07-31","VIC","Inner Regional Australia","40-64","speed_fines","Fixed camera",438,0,0,"Mature"
2023,"2023-07-01","2023-07-31","VIC","Inner Regional Australia","40-64","speed_fines","Mobile camera",3150,0,0,"Mature"
2023,"2023-07-01","2023-07-31","VIC","Inner Regional Australia","40-64","speed_fines","Police issued",1597,0,0,"Mature"
2023,"2023-07-01","2023-07-31","VIC","Inner Regional Australia","65 and over","speed_fines","Fixed camera",237,0,0,"Senior"
2023,"2023-07-01","2023-07-31","VIC","Inner Regional Australia","65 and over","speed_fines","Mobile camera",1281,0,0,"Senior"
2023,"2023-07-01","2023-07-31","VIC","Inner Regional Australia","65 and over","speed_fines","Police issued",427,0,0,"Senior"
2023,"2023-07-01","2023-07-31","VIC","Inner Regional Australia","Unknown","speed_fines","Fixed camera",259,0,0,"Unknown"
2023,"2023-07-01","2023-07-31","VIC","Inner Regional Australia","Unknown","speed_fines","Mobile camera",1678,0,0,"Unknown"
2023,"2023-07-01","2023-07-31","VIC","Major Cities of Australia","17-25","speed_fines","Fixed camera",2779,0,0,"Young"
2023,"2023-07-01","2023-07-31","VIC","Major Cities of Australia","17-25","speed_fines","Mobile camera",2161,0,0,"Young"
2023,"2023-07-01","2023-07-31","VIC","Major Cities of Australia","17-25","speed_fines","Police issued",1046,0,0,"Young"
2023,"2023-07-01","2023-07-31","VIC","Major Cities of Australia","26-39","speed_fines","Fixed camera",9515,0,0,"Adult"
2023,"2023-07-01","2023-07-31","VIC","Major Cities of Australia","26-39","speed_fines","Mobile camera",9376,0,0,"Adult"
2023,"2023-07-01","2023-07-31","VIC","Major Cities of Australia","26-39","speed_fines","Police issued",1885,0,0,"Adult"
2023,"2023-07-01","2023-07-31","VIC","Major Cities of Australia","40-64","speed_fines","Fixed camera",15372,0,0,"Mature"
2023,"2023-07-01","2023-07-31","VIC","Major Cities of Australia","40-64","speed_fines","Mobile camera",15228,0,0,"Mature"
2023,"2023-07-01","2023-07-31","VIC","Major Cities of Australia","40-64","speed_fines","Police issued",2131,0,0,"Mature"
2023,"2023-07-01","2023-07-31","VIC","Major Cities of Australia","65 and over","speed_fines","Fixed camera",4298,0,0,"Senior"
2023,"2023-07-01","2023-07-31","VIC","Major Cities of Australia","65 and over","speed_fines","Mobile camera",4325,0,0,"Senior"
2023,"2023-07-01","2023-07-31","VIC","Major Cities of Australia","65 and over","speed_fines","Police issued",359,0,0,"Senior"
2023,"2023-07-01","2023-07-31","VIC","Major Cities of Australia","Unknown","speed_fines","Fixed camera",10208,0,0,"Unknown"
2023,"2023-07-01","2023-07-31","VIC","Major Cities of Australia","Unknown","speed_fines","Mobile camera",7431,0,0,"Unknown"
2023,"2023-07-01","2023-07-31","VIC","Outer Regional Australia","17-25","speed_fines","Fixed camera",3,0,0,"Young"
2023,"2023-07-01","2023-07-31","VIC","Outer Regional Australia","17-25","speed_fines","Mobile camera",109,0,0,"Young"
2023,"2023-07-01","2023-07-31","VIC","Outer Regional Australia","17-25","speed_fines","Police issued",141,0,0,"Young"
2023,"2023-07-01","2023-07-31","VIC","Outer Regional Australia","26-39","speed_fines","Fixed camera",4,0,0,"Adult"
2023,"2023-07-01","2023-07-31","VIC","Outer Regional Australia","26-39","speed_fines","Mobile camera",384,0,0,"Adult"
2023,"2023-07-01","2023-07-31","VIC","Outer Regional Australia","26-39","speed_fines","Police issued",315,0,0,"Adult"
2023,"2023-07-01","2023-07-31","VIC","Outer Regional Australia","40-64","speed_fines","Mobile camera",647,0,0,"Mature"
2023,"2023-07-01","2023-07-31","VIC","Outer Regional Australia","40-64","speed_fines","Police issued",381,0,0,"Mature"
2023,"2023-07-01","2023-07-31","VIC","Outer Regional Australia","65 and over","speed_fines","Police issued",73,0,0,"Senior"
2023,"2023-07-01","2023-07-31","VIC","Outer Regional Australia","Unknown","speed_fines","Mobile camera",371,0,0,"Unknown"
2023,"2023-07-01","2023-07-31","VIC","Remote Australia","17-25","speed_fines","Police issued",2,0,0,"Young"
2023,"2023-07-01","2023-07-31","VIC","Remote Australia","26-39","speed_fines","Police issued",2,0,0,"Adult"
2023,"2023-07-01","2023-07-31","VIC","Remote Australia","40-64","speed_fines","Police issued",5,0,0,"Mature"
2023,"2023-07-01","2023-07-31","VIC","Remote Australia","65 and over","speed_fines","Police issued",10,0,0,"Senior"
2023,"2023-07-01","2023-07-31","VIC","Unknown","17-25","speed_fines","Fixed camera",23,0,0,"Young"
2023,"2023-07-01","2023-07-31","VIC","Unknown","17-25","speed_fines","Mobile camera",60,0,0,"Young"
2023,"2023-07-01","2023-07-31","VIC","Unknown","17-25","speed_fines","Police issued",42,0,0,"Young"
2023,"2023-07-01","2023-07-31","VIC","Unknown","26-39","speed_fines","Fixed camera",160,0,0,"Adult"
2023,"2023-07-01","2023-07-31","VIC","Unknown","26-39","speed_fines","Mobile camera",270,0,0,"Adult"
2023,"2023-07-01","2023-07-31","VIC","Unknown","26-39","speed_fines","Police issued",102,0,0,"Adult"
2023,"2023-07-01","2023-07-31","VIC","Unknown","40-64","speed_fines","Fixed camera",261,0,0,"Mature"
2023,"2023-07-01","2023-07-31","VIC","Unknown","40-64","speed_fines","Mobile camera",397,0,0,"Mature"
2023,"2023-07-01","2023-07-31","VIC","Unknown","40-64","speed_fines","Police issued",81,0,0,"Mature"
2023,"2023-07-01","2023-07-31","VIC","Unknown","65 and over","speed_fines","Fixed camera",80,0,0,"Senior"
2023,"2023-07-01","2023-07-31","VIC","Unknown","65 and over","speed_fines","Mobile camera",157,0,0,"Senior"
2023,"2023-07-01","2023-07-31","VIC","Unknown","65 and over","speed_fines","Police issued",25,0,0,"Senior"
2023,"2023-07-01","2023-07-31","VIC","Unknown","Unknown","speed_fines","Fixed camera",146,0,0,"Unknown"
2023,"2023-07-01","2023-07-31","VIC","Unknown","Unknown","speed_fines","Mobile camera",195,0,0,"Unknown"
2023,"2023-07-01","2023-07-31","WA","Unknown","0-16","speed_fines","Red light camera",1,0,0,"Unknown"
2023,"2023-07-01","2023-07-31","WA","Unknown","17-25","speed_fines","Average speed camera",205,0,0,"Young"
2023,"2023-07-01","2023-07-31","WA","Unknown","17-25","speed_fines","Fixed camera",969,0,0,"Young"
2023,"2023-07-01","2023-07-31","WA","Unknown","17-25","speed_fines","Mobile camera",5380,0,0,"Young"
2023,"2023-07-01","2023-07-31","WA","Unknown","17-25","speed_fines","Police issued",625,0,0,"Young"
2023,"2023-07-01","2023-07-31","WA","Unknown","17-25","speed_fines","Red light camera",1069,0,0,"Young"
2023,"2023-07-01","2023-07-31","WA","Unknown","17-25","speed_fines","Unknown",0,1,20,"Young"
2023,"2023-07-01","2023-07-31","WA","Unknown","26-39","speed_fines","Average speed camera",502,0,0,"Adult"
2023,"2023-07-01","2023-07-31","WA","Unknown","26-39","speed_fines","Fixed camera",2879,0,0,"Adult"
2023,"2023-07-01","2023-07-31","WA","Unknown","26-39","speed_fines","Mobile camera",12534,0,0,"Adult"
2023,"2023-07-01","2023-07-31","WA","Unknown","26-39","speed_fines","Police issued",1217,0,0,"Adult"
2023,"2023-07-01","2023-07-31","WA","Unknown","26-39","speed_fines","Red light camera",3611,0,0,"Adult"
2023,"2023-07-01","2023-07-31","WA","Unknown","26-39","speed_fines","Unknown",0,1,42,"Adult"
2023,"2023-07-01","2023-07-31","WA","Unknown","40-64","speed_fines","Average speed camera",551,0,0,"Mature"
2023,"2023-07-01","2023-07-31","WA","Unknown","40-64","speed_fines","Fixed camera",4582,0,0,"Mature"
2023,"2023-07-01","2023-07-31","WA","Unknown","40-64","speed_fines","Mobile camera",18163,0,0,"Mature"
2023,"2023-07-01","2023-07-31","WA","Unknown","40-64","speed_fines","Police issued",1460,0,0,"Mature"
2023,"2023-07-01","2023-07-31","WA","Unknown","40-64","speed_fines","Red light camera",7979,0,0,"Mature"
2023,"2023-07-01","2023-07-31","WA","Unknown","40-64","speed_fines","Unknown",0,0,48,"Mature"
2023,"2023-07-01","2023-07-31","WA","Unknown","65 and over","speed_fines","Average speed camera",118,0,0,"Senior"
2023,"2023-07-01","2023-07-31","WA","Unknown","65 and over","speed_fines","Fixed camera",1072,0,0,"Senior"
2023,"2023-07-01","2023-07-31","WA","Unknown","65 and over","speed_fines","Mobile camera",4116,0,0,"Senior"
2023,"2023-07-01","2023-07-31","WA","Unknown","65 and over","speed_fines","Police issued",284,0,0,"Senior"
2023,"2023-07-01","2023-07-31","WA","Unknown","65 and over","speed_fines","Red light camera",2512,0,0,"Senior"
2023,"2023-07-01","2023-07-31","WA","Unknown","Unknown","speed_fines","Fixed camera",4,0,0,"Unknown"
2023,"2023-07-01","2023-07-31","WA","Unknown","Unknown","speed_fines","Mobile camera",19,0,0,"Unknown"
2023,"2023-08-01","2023-08-31","ACT","Major Cities of Australia","0-16","speed_fines","Police issued",4,0,0,"Unknown"
2023,"2023-08-01","2023-08-31","ACT","Major Cities of Australia","17-25","speed_fines","Fixed camera",473,0,0,"Young"
2023,"2023-08-01","2023-08-31","ACT","Major Cities of Australia","17-25","speed_fines","Mobile camera",194,0,0,"Young"
2023,"2023-08-01","2023-08-31","ACT","Major Cities of Australia","17-25","speed_fines","Police issued",61,0,0,"Young"
2023,"2023-08-01","2023-08-31","ACT","Major Cities of Australia","26-39","speed_fines","Fixed camera",893,0,0,"Adult"
2023,"2023-08-01","2023-08-31","ACT","Major Cities of Australia","26-39","speed_fines","Mobile camera",504,0,0,"Adult"
2023,"2023-08-01","2023-08-31","ACT","Major Cities of Australia","26-39","speed_fines","Police issued",63,0,0,"Adult"
2023,"2023-08-01","2023-08-31","ACT","Major Cities of Australia","40-64","speed_fines","Fixed camera",1520,0,0,"Mature"
2023,"2023-08-01","2023-08-31","ACT","Major Cities of Australia","40-64","speed_fines","Mobile camera",631,0,0,"Mature"
2023,"2023-08-01","2023-08-31","ACT","Major Cities of Australia","40-64","speed_fines","Police issued",40,0,0,"Mature"
2023,"2023-08-01","2023-08-31","ACT","Major Cities of Australia","65 and over","speed_fines","Fixed camera",431,0,0,"Senior"
2023,"2023-08-01","2023-08-31","ACT","Major Cities of Australia","65 and over","speed_fines","Mobile camera",237,0,0,"Senior"
2023,"2023-08-01","2023-08-31","ACT","Major Cities of Australia","65 and over","speed_fines","Police issued",7,0,0,"Senior"
2023,"2023-08-01","2023-08-31","ACT","Major Cities of Australia","unknown","speed_fines","Fixed camera",66,0,0,"Unknown"
2023,"2023-08-01","2023-08-31","ACT","Major Cities of Australia","unknown","speed_fines","Mobile camera",24,0,0,"Unknown"
2023,"2023-08-01","2023-08-31","NSW","Inner Regional Australia","0-16","speed_fines","Police issued",7,0,0,"Unknown"
2023,"2023-08-01","2023-08-31","NSW","Inner Regional Australia","17-25","speed_fines","Police issued",1529,0,9,"Young"
2023,"2023-08-01","2023-08-31","NSW","Inner Regional Australia","26-39","speed_fines","Police issued",2345,0,12,"Adult"
2023,"2023-08-01","2023-08-31","NSW","Inner Regional Australia","40-64","speed_fines","Police issued",2341,0,4,"Mature"
2023,"2023-08-01","2023-08-31","NSW","Inner Regional Australia","65 and over","speed_fines","Police issued",569,0,0,"Senior"
2023,"2023-08-01","2023-08-31","NSW","Major Cities of Australia","17-25","speed_fines","Police issued",1749,0,32,"Young"
2023,"2023-08-01","2023-08-31","NSW","Major Cities of Australia","26-39","speed_fines","Police issued",1974,0,25,"Adult"
2023,"2023-08-01","2023-08-31","NSW","Major Cities of Australia","40-64","speed_fines","Police issued",1730,0,14,"Mature"
2023,"2023-08-01","2023-08-31","NSW","Outer Regional Australia","17-25","speed_fines","Police issued",312,0,4,"Young"
2023,"2023-08-01","2023-08-31","NSW","Outer Regional Australia","26-39","speed_fines","Police issued",576,0,3,"Adult"
2023,"2023-08-01","2023-08-31","NSW","Outer Regional Australia","40-64","speed_fines","Police issued",759,0,2,"Mature"
2023,"2023-08-01","2023-08-31","NSW","Outer Regional Australia","65 and over","speed_fines","Police issued",197,0,0,"Senior"
